model: yolov8l.yaml (Train8) 500 epochs
                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    318,                0.45189,                0.36488,                 1.0062,                0.98364,                0.97924,                0.99389,                0.98591,                0.18604,                0.13721,                0.77972,              0.0037432,              0.0037432,              0.0037432
                    319,                0.45185,                 0.3658,                  1.003,                0.98378,                0.97908,                0.99388,                0.98585,                0.18587,                0.13715,                0.77948,              0.0037234,              0.0037234,              0.0037234
                    320,                0.44785,                0.36296,                 1.0079,                0.98429,                0.97855,                0.99388,                 0.9859,                0.18561,                0.13708,                0.77932,              0.0037036,              0.0037036,              0.0037036
                    321,                0.45024,                0.36304,                 1.0037,                0.98395,                0.97875,                0.99389,                 0.9859,                 0.1853,                  0.137,                0.77906,              0.0036838,              0.0036838,              0.0036838
                    322,                0.44711,                0.36129,                 1.0011,                0.98376,                0.97878,                0.99389,                0.98595,                0.18501,                0.13682,                0.77887,               0.003664,               0.003664,               0.003664
                    323,                0.45036,                0.36219,                 1.0025,                0.98343,                0.97914,                0.99389,                0.98609,                0.18465,                0.13663,                0.77864,              0.0036442,              0.0036442,              0.0036442
                    324,                0.44999,                0.36224,                  1.004,                0.98354,                0.97936,                0.99389,                0.98607,                0.18438,                0.13645,                0.77844,              0.0036244,              0.0036244,              0.0036244
                    325,                  0.448,                0.36182,                 1.0018,                0.98369,                0.97956,                0.99389,                 0.9861,                0.18407,                0.13638,                0.77818,              0.0036046,              0.0036046,              0.0036046
                    326,                0.44899,                0.36094,                0.99749,                0.98366,                0.97998,                 0.9939,                0.98611,                0.18375,                0.13641,                0.77787,              0.0035848,              0.0035848,              0.0035848
                    327,                0.44866,                0.36197,                0.99887,                  0.984,                0.97943,                 0.9939,                0.98616,                0.18353,                 0.1363,                0.77766,               0.003565,               0.003565,               0.003565
                    328,                0.44667,                0.36009,                 1.0034,                0.98349,                 0.9795,                 0.9939,                0.98624,                0.18323,                0.13623,                0.77751,              0.0035452,              0.0035452,              0.0035452
                    329,                0.44714,                0.35815,                 1.0034,                0.98355,                0.97943,                0.99391,                0.98621,                  0.183,                0.13617,                0.77735,              0.0035254,              0.0035254,              0.0035254
                    330,                0.44616,                0.36083,                 1.0014,                0.98428,                0.97878,                0.99391,                0.98626,                0.18279,                0.13594,                 0.7772,              0.0035056,              0.0035056,              0.0035056
                    331,                0.44753,                0.36031,                 1.0032,                0.98391,                0.97938,                0.99391,                0.98626,                0.18254,                0.13583,                0.77703,              0.0034858,              0.0034858,              0.0034858
                    332,                0.44572,                0.36014,                0.99807,                0.98412,                0.97946,                0.99391,                0.98627,                 0.1823,                0.13574,                0.77683,               0.003466,               0.003466,               0.003466
                    333,                 0.4457,                0.35757,                0.99845,                0.98347,                0.97961,                0.99391,                0.98632,                 0.1821,                0.13557,                0.77652,              0.0034462,              0.0034462,              0.0034462
                    334,                0.44573,                0.36037,                  1.003,                0.98309,                0.98013,                0.99392,                0.98633,                0.18189,                0.13525,                0.77637,              0.0034264,              0.0034264,              0.0034264
                    335,                0.44324,                0.35761,                 1.0014,                0.98272,                0.98055,                0.99391,                0.98639,                 0.1817,                0.13498,                0.77627,              0.0034066,              0.0034066,              0.0034066
                    336,                0.44396,                0.36041,                 1.0005,                0.98332,                0.98033,                0.99392,                0.98644,                0.18148,                0.13491,                0.77613,              0.0033868,              0.0033868,              0.0033868
                    337,                0.43961,                0.35614,                0.99674,                0.98374,                0.98017,                0.99392,                0.98647,                0.18126,                0.13467,                0.77601,               0.003367,               0.003367,               0.003367
                    338,                0.44095,                0.35465,                 1.0016,                0.98463,                 0.9794,                0.99393,                 0.9865,                0.18104,                0.13457,                0.77586,              0.0033472,              0.0033472,              0.0033472
                    339,                0.44166,                0.35589,                 1.0012,                 0.9849,                0.97923,                0.99393,                0.98654,                0.18076,                0.13447,                0.77572,              0.0033274,              0.0033274,              0.0033274
                    340,                0.44136,                0.35475,                0.99972,                0.98437,                 0.9795,                0.99393,                 0.9866,                0.18049,                0.13425,                0.77557,              0.0033076,              0.0033076,              0.0033076
                    341,                0.43878,                0.35312,                0.99519,                0.98452,                0.97939,                0.99393,                0.98667,                0.18023,                0.13415,                0.77538,              0.0032878,              0.0032878,              0.0032878
                    342,                0.43956,                0.35354,                 0.9952,                0.98356,                0.98053,                0.99394,                0.98669,                0.17998,                0.13407,                0.77521,               0.003268,               0.003268,               0.003268
                    343,                0.43818,                0.35221,                0.99464,                0.98477,                0.97964,                0.99393,                0.98666,                0.17969,                0.13378,                0.77504,              0.0032482,              0.0032482,              0.0032482
                    344,                 0.4396,                0.35527,                0.99405,                0.98467,                0.97965,                0.99394,                 0.9867,                0.17942,                0.13367,                0.77486,              0.0032284,              0.0032284,              0.0032284
                    345,                0.43393,                0.35066,                0.99172,                0.98519,                0.97922,                0.99395,                0.98675,                0.17909,                0.13358,                0.77466,              0.0032086,              0.0032086,              0.0032086
                    346,                0.43441,                0.35039,                0.99254,                0.98515,                0.97939,                0.99394,                0.98675,                 0.1788,                0.13335,                0.77448,              0.0031888,              0.0031888,              0.0031888
                    347,                0.43425,                0.34994,                 0.9918,                0.98524,                0.97938,                0.99395,                0.98684,                0.17857,                 0.1332,                0.77431,               0.003169,               0.003169,               0.003169
                    348,                0.43259,                0.34657,                0.99119,                0.98463,                0.98003,                0.99395,                0.98683,                0.17835,                0.13313,                0.77417,              0.0031492,              0.0031492,              0.0031492
                    349,                0.43268,                0.34925,                0.98528,                0.98467,                0.97991,                0.99396,                 0.9869,                0.17805,                0.13292,                0.77397,              0.0031294,              0.0031294,              0.0031294
                    350,                0.42921,                0.34952,                0.99141,                0.98603,                0.97834,                0.99395,                0.98687,                0.17779,                0.13285,                0.77382,              0.0031096,              0.0031096,              0.0031096
                    351,                0.43372,                0.34916,                0.98794,                0.98631,                0.97822,                0.99395,                0.98691,                0.17756,                0.13263,                0.77364,              0.0030898,              0.0030898,              0.0030898
                    352,                0.42995,                0.34665,                0.98919,                 0.9861,                0.97824,                0.99396,                 0.9869,                0.17735,                0.13264,                0.77355,                0.00307,                0.00307,                0.00307
                    353,                0.42965,                0.34813,                0.98443,                0.98592,                0.97867,                0.99396,                0.98702,                 0.1771,                0.13266,                 0.7733,              0.0030502,              0.0030502,              0.0030502
                    354,                0.42815,                0.34728,                0.98637,                0.98583,                0.97879,                0.99396,                0.98699,                0.17677,                0.13268,                0.77309,              0.0030304,              0.0030304,              0.0030304
                    355,                0.42924,                0.34542,                0.98968,                0.98596,                0.97901,                0.99396,                0.98702,                 0.1764,                0.13229,                0.77287,              0.0030106,              0.0030106,              0.0030106
                    356,                 0.4254,                0.34434,                0.98661,                0.98566,                0.97933,                0.99397,                0.98702,                0.17612,                0.13219,                0.77264,              0.0029908,              0.0029908,              0.0029908
                    357,                0.42698,                0.34482,                0.99004,                0.98547,                0.97926,                0.99398,                0.98712,                0.17586,                0.13198,                0.77252,               0.002971,               0.002971,               0.002971
                    358,                0.42828,                0.34246,                 0.9911,                0.98591,                0.97895,                0.99399,                0.98719,                0.17559,                0.13186,                0.77243,              0.0029512,              0.0029512,              0.0029512
                    359,                 0.4241,                0.34356,                0.99463,                0.98554,                0.97945,                0.99399,                0.98719,                0.17533,                0.13173,                0.77237,              0.0029314,              0.0029314,              0.0029314
                    360,                0.42273,                 0.3383,                0.99124,                0.98579,                0.97933,                0.99399,                0.98726,                0.17496,                0.13158,                 0.7723,              0.0029116,              0.0029116,              0.0029116
                    361,                0.42317,                0.34463,                0.98345,                0.98612,                0.97918,                0.99399,                0.98732,                 0.1746,                 0.1312,                0.77211,              0.0028918,              0.0028918,              0.0028918
                    362,                0.42035,                0.33873,                0.98394,                0.98594,                0.97934,                0.99399,                 0.9874,                0.17427,                  0.131,                0.77194,               0.002872,               0.002872,               0.002872
                    363,                0.41933,                 0.3391,                0.98393,                0.98615,                0.97898,                0.99399,                 0.9874,                0.17391,                0.13091,                0.77178,              0.0028522,              0.0028522,              0.0028522
                    364,                0.42269,                0.34038,                 0.9846,                0.98579,                0.97929,                0.99399,                0.98747,                0.17355,                0.13084,                0.77164,              0.0028324,              0.0028324,              0.0028324
                    365,                0.41953,                0.33789,                0.98225,                 0.9857,                 0.9794,                  0.994,                0.98748,                 0.1733,                0.13074,                0.77148,              0.0028126,              0.0028126,              0.0028126
                    366,                0.41736,                0.33421,                0.98156,                 0.9855,                0.97961,                  0.994,                0.98751,                 0.1729,                0.13076,                0.77133,              0.0027928,              0.0027928,              0.0027928
                    367,                0.41437,                0.33046,                0.98058,                0.98529,                0.97998,                  0.994,                0.98763,                0.17251,                0.13055,                0.77118,               0.002773,               0.002773,               0.002773
                    368,                0.41396,                0.32923,                0.97682,                0.98542,                0.97999,                  0.994,                0.98766,                0.17219,                0.13047,                0.77105,              0.0027532,              0.0027532,              0.0027532
                    369,                0.41506,                0.33234,                0.98224,                0.98528,                0.98028,                0.99401,                0.98772,                0.17189,                0.13034,                0.77091,              0.0027334,              0.0027334,              0.0027334
                    370,                0.41456,                0.33063,                0.97884,                0.98524,                0.98023,                0.99401,                0.98772,                0.17152,                0.13024,                0.77074,              0.0027136,              0.0027136,              0.0027136
                    371,                0.41105,                 0.3284,                0.97824,                0.98542,                0.97985,                0.99401,                0.98773,                0.17117,                 0.1299,                0.77061,              0.0026938,              0.0026938,              0.0026938
                    372,                0.41104,                0.33042,                0.97704,                0.98615,                0.97914,                0.99402,                0.98782,                0.17082,                0.12984,                0.77045,               0.002674,               0.002674,               0.002674
                    373,                 0.4119,                0.33048,                0.97745,                0.98582,                0.97961,                0.99402,                 0.9879,                0.17045,                0.12964,                0.77026,              0.0026542,              0.0026542,              0.0026542
                    374,                0.40926,                0.32996,                0.97788,                0.98577,                 0.9795,                0.99403,                0.98791,                 0.1701,                0.12961,                 0.7701,              0.0026344,              0.0026344,              0.0026344
                    375,                0.40866,                0.32812,                0.97525,                0.98578,                0.97943,                0.99403,                0.98798,                0.16972,                0.12943,                0.76989,              0.0026146,              0.0026146,              0.0026146
                    376,                0.40808,                0.32682,                0.97722,                0.98564,                0.97974,                0.99403,                0.98799,                0.16943,                0.12932,                0.76974,              0.0025948,              0.0025948,              0.0025948
                    377,                0.40504,                0.32225,                0.97088,                0.98592,                0.97959,                0.99403,                0.98799,                0.16898,                0.12907,                0.76953,               0.002575,               0.002575,               0.002575
                    378,                0.40496,                0.32498,                0.97261,                0.98574,                0.97966,                0.99404,                0.98804,                0.16861,                0.12894,                0.76928,              0.0025552,              0.0025552,              0.0025552
                    379,                0.40296,                0.32152,                0.97116,                0.98598,                0.97957,                0.99404,                0.98818,                0.16814,                0.12857,                0.76903,              0.0025354,              0.0025354,              0.0025354
                    380,                0.40284,                 0.3218,                0.97117,                0.98554,                0.98017,                0.99405,                0.98823,                0.16778,                0.12843,                0.76879,              0.0025156,              0.0025156,              0.0025156
                    381,                0.40219,                0.32115,                0.97231,                0.98527,                0.98048,                0.99405,                0.98824,                0.16742,                0.12825,                0.76862,              0.0024958,              0.0024958,              0.0024958
                    382,                0.39984,                0.32051,                0.96836,                0.98585,                0.98033,                0.99405,                 0.9883,                  0.167,                0.12816,                0.76837,               0.002476,               0.002476,               0.002476
                    383,                0.39752,                0.31558,                0.96878,                 0.9859,                0.97997,                0.99406,                0.98833,                0.16667,                0.12797,                0.76818,              0.0024562,              0.0024562,              0.0024562
                    384,                0.39693,                0.31743,                0.96947,                0.98542,                0.98059,                0.99407,                0.98834,                0.16639,                0.12769,                0.76797,              0.0024364,              0.0024364,              0.0024364
                    385,                0.39653,                0.31482,                 0.9672,                0.98493,                0.98081,                0.99406,                0.98837,                0.16605,                0.12758,                0.76778,              0.0024166,              0.0024166,              0.0024166
                    386,                0.39765,                0.31926,                0.96741,                0.98546,                0.98052,                0.99406,                0.98837,                0.16574,                0.12748,                0.76764,              0.0023968,              0.0023968,              0.0023968
                    387,                0.39328,                0.31082,                0.96413,                0.98537,                0.98056,                0.99407,                0.98843,                0.16543,                0.12735,                0.76749,               0.002377,               0.002377,               0.002377
                    388,                0.39199,                0.31279,                0.96316,                 0.9853,                0.98081,                0.99406,                 0.9885,                0.16503,                0.12715,                0.76726,              0.0023572,              0.0023572,              0.0023572
                    389,                0.39298,                0.31269,                0.96542,                0.98501,                 0.9811,                0.99407,                0.98854,                0.16462,                0.12687,                0.76702,              0.0023374,              0.0023374,              0.0023374
                    390,                 0.3887,                0.30921,                0.96156,                  0.985,                0.98126,                0.99408,                0.98856,                0.16431,                0.12687,                0.76683,              0.0023176,              0.0023176,              0.0023176
                    391,                0.38915,                0.30984,                0.96094,                0.98486,                 0.9814,                0.99408,                0.98857,                0.16402,                0.12668,                0.76667,              0.0022978,              0.0022978,              0.0022978
                    392,                0.38617,                0.30535,                0.96207,                0.98493,                0.98144,                0.99409,                0.98857,                0.16374,                0.12657,                 0.7665,               0.002278,               0.002278,               0.002278
                    393,                0.38678,                0.30935,                0.96013,                0.98481,                0.98153,                0.99409,                0.98865,                0.16343,                0.12634,                0.76633,              0.0022582,              0.0022582,              0.0022582
                    394,                0.38629,                0.30515,                0.96123,                0.98515,                0.98136,                 0.9941,                 0.9887,                0.16313,                0.12629,                0.76618,              0.0022384,              0.0022384,              0.0022384
                    395,                0.38835,                0.30896,                0.96673,                0.98571,                0.98127,                 0.9941,                 0.9887,                0.16278,                0.12619,                0.76603,              0.0022186,              0.0022186,              0.0022186
                    396,                0.38338,                0.30483,                0.96262,                  0.985,                0.98172,                 0.9941,                0.98873,                0.16244,                0.12588,                0.76589,              0.0021988,              0.0021988,              0.0021988
                    397,                 0.3818,                0.30447,                0.96214,                0.98477,                0.98166,                 0.9941,                0.98881,                0.16204,                0.12579,                0.76573,               0.002179,               0.002179,               0.002179
                    398,                0.38088,                0.30317,                0.95676,                 0.9852,                0.98146,                0.99411,                0.98875,                0.16168,                0.12565,                0.76555,              0.0021592,              0.0021592,              0.0021592
                    399,                0.38057,                 0.3025,                0.96172,                0.98497,                0.98144,                 0.9941,                0.98885,                0.16138,                0.12542,                0.76541,              0.0021394,              0.0021394,              0.0021394
                    400,                0.37745,                0.29962,                0.95726,                0.98569,                0.98068,                 0.9941,                0.98888,                0.16108,                0.12522,                0.76524,              0.0021196,              0.0021196,              0.0021196
                    401,                0.37662,                0.29942,                0.95586,                0.98533,                0.98131,                0.99412,                0.98888,                0.16066,                0.12505,                0.76507,              0.0020998,              0.0020998,              0.0020998
                    402,                0.37848,                0.30006,                0.95777,                0.98497,                 0.9814,                0.99411,                0.98897,                0.16024,                0.12487,                0.76489,                0.00208,                0.00208,                0.00208
                    403,                0.37523,                0.29617,                0.95817,                0.98502,                0.98163,                0.99412,                0.98909,                0.15984,                0.12479,                0.76475,              0.0020602,              0.0020602,              0.0020602
                    404,                0.37196,                0.29679,                0.95384,                0.98491,                0.98153,                0.99413,                0.98917,                0.15939,                0.12439,                0.76455,              0.0020404,              0.0020404,              0.0020404
                    405,                0.37383,                0.29765,                0.95224,                0.98498,                0.98187,                0.99414,                0.98914,                0.15901,                0.12417,                0.76438,              0.0020206,              0.0020206,              0.0020206
                    406,                0.37283,                0.29389,                0.95462,                0.98544,                0.98175,                0.99415,                0.98916,                0.15861,                0.12398,                0.76422,              0.0020008,              0.0020008,              0.0020008
                    407,                0.37124,                0.29447,                0.95175,                0.98562,                0.98152,                0.99415,                0.98925,                0.15822,                0.12384,                0.76404,               0.001981,               0.001981,               0.001981
                    408,                0.36772,                0.29129,                0.95289,                0.98577,                0.98164,                0.99415,                0.98929,                0.15791,                 0.1237,                0.76392,              0.0019612,              0.0019612,              0.0019612
                    409,                0.36635,                0.28859,                 0.9524,                0.98608,                0.98144,                0.99415,                 0.9893,                0.15763,                0.12369,                 0.7638,              0.0019414,              0.0019414,              0.0019414
                    410,                0.36621,                0.28951,                0.95063,                0.98624,                0.98108,                0.99415,                0.98933,                0.15734,                0.12347,                0.76366,              0.0019216,              0.0019216,              0.0019216
                    411,                0.36448,                0.28906,                0.95112,                0.98655,                0.98088,                0.99416,                0.98934,                0.15691,                0.12345,                 0.7635,              0.0019018,              0.0019018,              0.0019018
                    412,                0.36345,                0.28569,                0.94642,                0.98626,                0.98118,                0.99416,                0.98942,                0.15644,                0.12308,                0.76333,               0.001882,               0.001882,               0.001882
                    413,                0.36292,                 0.2882,                0.94961,                0.98646,                0.98125,                0.99416,                0.98944,                0.15598,                0.12285,                0.76318,              0.0018622,              0.0018622,              0.0018622
                    414,                0.36196,                0.28618,                0.94458,                0.98654,                0.98135,                0.99417,                0.98953,                0.15552,                0.12279,                0.76304,              0.0018424,              0.0018424,              0.0018424
                    415,                0.36115,                0.28588,                 0.9454,                0.98649,                 0.9814,                0.99416,                 0.9896,                0.15517,                0.12261,                0.76286,              0.0018226,              0.0018226,              0.0018226
                    416,                0.36164,                 0.2847,                0.94666,                0.98649,                0.98148,                0.99416,                0.98961,                0.15479,                0.12232,                0.76265,              0.0018028,              0.0018028,              0.0018028
                    417,                0.35867,                0.28413,                0.94509,                0.98677,                0.98126,                0.99417,                 0.9897,                0.15445,                0.12221,                0.76249,               0.001783,               0.001783,               0.001783
                    418,                 0.3602,                0.28376,                0.94754,                0.98682,                0.98148,                0.99417,                0.98971,                0.15409,                0.12196,                0.76232,              0.0017632,              0.0017632,              0.0017632
                    419,                0.35492,                  0.278,                0.94671,                0.98625,                0.98181,                0.99418,                0.98972,                0.15377,                0.12181,                0.76216,              0.0017434,              0.0017434,              0.0017434
                    420,                0.35355,                0.27852,                0.94481,                0.98689,                0.98132,                0.99418,                0.98977,                0.15346,                0.12173,                0.76202,              0.0017236,              0.0017236,              0.0017236
                    421,                0.35306,                0.27524,                0.94251,                0.98697,                0.98134,                0.99418,                0.98983,                  0.153,                 0.1215,                0.76186,              0.0017038,              0.0017038,              0.0017038
                    422,                0.35156,                0.27731,                0.94027,                0.98688,                0.98121,                0.99419,                0.98986,                0.15263,                 0.1213,                0.76169,               0.001684,               0.001684,               0.001684
                    423,                   0.35,                0.27437,                0.94134,                0.98719,                0.98106,                0.99419,                 0.9899,                0.15227,                0.12109,                0.76152,              0.0016642,              0.0016642,              0.0016642
                    424,                0.35023,                0.27398,                0.94464,                0.98723,                0.98093,                0.99419,                0.98996,                0.15185,                0.12086,                0.76131,              0.0016444,              0.0016444,              0.0016444
                    425,                0.34619,                0.27443,                0.93873,                0.98735,                0.98122,                 0.9942,                   0.99,                0.15151,                0.12054,                0.76113,              0.0016246,              0.0016246,              0.0016246
                    426,                0.34813,                0.27274,                 0.9353,                0.98704,                0.98125,                 0.9942,                0.99005,                0.15119,                 0.1204,                 0.7609,              0.0016048,              0.0016048,              0.0016048
                    427,                0.34462,                 0.2698,                0.93071,                0.98681,                0.98128,                 0.9942,                0.99008,                0.15083,                0.12025,                0.76068,               0.001585,               0.001585,               0.001585
                    428,                0.34518,                0.27153,                0.93023,                0.98696,                0.98127,                 0.9942,                0.99014,                0.15044,                0.12001,                0.76043,              0.0015652,              0.0015652,              0.0015652
                    429,                0.34168,                0.26649,                0.93134,                0.98681,                 0.9815,                 0.9942,                0.99015,                0.15006,                0.11976,                0.76019,              0.0015454,              0.0015454,              0.0015454
                    430,                0.34104,                0.26887,                0.93116,                0.98733,                0.98105,                0.99421,                0.99016,                0.14973,                0.11962,                0.75997,              0.0015256,              0.0015256,              0.0015256
                    431,                0.33963,                0.26605,                0.93038,                0.98739,                0.98121,                0.99421,                0.99022,                0.14938,                0.11939,                0.75973,              0.0015058,              0.0015058,              0.0015058
                    432,                0.33937,                0.26739,                0.93109,                 0.9876,                0.98139,                0.99422,                0.99025,                0.14901,                 0.1192,                0.75955,               0.001486,               0.001486,               0.001486
                    433,                0.33928,                0.26492,                  0.932,                0.98746,                0.98164,                0.99422,                0.99031,                0.14865,                 0.1192,                0.75939,              0.0014662,              0.0014662,              0.0014662
                    434,                0.33712,                0.26329,                  0.931,                0.98804,                0.98126,                0.99422,                0.99036,                 0.1483,                0.11892,                0.75928,              0.0014464,              0.0014464,              0.0014464
                    435,                0.33392,                0.26318,                0.93198,                 0.9873,                0.98197,                0.99422,                0.99037,                0.14792,                0.11867,                0.75913,              0.0014266,              0.0014266,              0.0014266
                    436,                0.33393,                0.26291,                0.93119,                 0.9874,                0.98169,                0.99422,                0.99044,                0.14755,                0.11848,                0.75897,              0.0014068,              0.0014068,              0.0014068
                    437,                0.33256,                0.26057,                0.93148,                0.98763,                0.98152,                0.99423,                0.99048,                0.14719,                0.11829,                0.75885,               0.001387,               0.001387,               0.001387
                    438,                  0.329,                0.25707,                 0.9252,                0.98733,                0.98186,                0.99424,                0.99047,                0.14674,                0.11816,                0.75867,              0.0013672,              0.0013672,              0.0013672
                    439,                0.33005,                0.25882,                0.92937,                0.98729,                0.98203,                0.99423,                0.99057,                0.14641,                0.11821,                0.75854,              0.0013474,              0.0013474,              0.0013474
                    440,                0.32622,                0.25821,                0.92684,                0.98763,                0.98174,                0.99424,                0.99057,                0.14613,                0.11809,                0.75839,              0.0013276,              0.0013276,              0.0013276
                    441,                0.32662,                0.25422,                0.92766,                0.98774,                0.98185,                0.99425,                0.99056,                0.14568,                0.11775,                0.75819,              0.0013078,              0.0013078,              0.0013078
                    442,                0.32542,                0.25516,                0.92728,                 0.9872,                0.98221,                0.99426,                0.99059,                0.14536,                0.11751,                  0.758,               0.001288,               0.001288,               0.001288
                    443,                0.32303,                0.25116,                0.92695,                0.98724,                0.98232,                0.99427,                0.99063,                0.14499,                 0.1173,                0.75784,              0.0012682,              0.0012682,              0.0012682
                    444,                0.32101,                0.25139,                0.92539,                0.98724,                0.98248,                0.99427,                0.99064,                0.14458,                0.11708,                0.75769,              0.0012484,              0.0012484,              0.0012484
                    445,                0.31946,                0.25004,                0.92272,                0.98721,                0.98271,                0.99428,                 0.9907,                0.14419,                0.11684,                0.75753,              0.0012286,              0.0012286,              0.0012286
                    446,                 0.3211,                0.24987,                0.92061,                0.98719,                0.98294,                0.99428,                0.99078,                0.14383,                0.11681,                0.75728,              0.0012088,              0.0012088,              0.0012088
                    447,                0.31904,                0.24883,                0.92157,                0.98686,                0.98347,                0.99428,                0.99079,                0.14347,                0.11659,                0.75707,               0.001189,               0.001189,               0.001189
                    448,                0.31351,                0.24631,                0.91808,                0.98702,                0.98339,                0.99429,                0.99082,                0.14317,                 0.1163,                0.75688,              0.0011692,              0.0011692,              0.0011692
                    449,                0.31375,                0.24519,                0.91699,                0.98694,                0.98335,                 0.9943,                0.99083,                0.14279,                0.11619,                0.75673,              0.0011494,              0.0011494,              0.0011494
                    450,                0.31382,                0.24447,                0.91703,                0.98665,                0.98382,                 0.9943,                0.99084,                0.14246,                0.11612,                0.75658,              0.0011296,              0.0011296,              0.0011296
                    451,                0.31182,                0.24285,                0.91736,                0.98624,                0.98419,                 0.9943,                0.99086,                0.14206,                0.11596,                0.75642,              0.0011098,              0.0011098,              0.0011098
                    452,                0.31151,                0.24212,                0.91916,                0.98677,                 0.9839,                0.99431,                 0.9909,                0.14169,                0.11579,                0.75625,                0.00109,                0.00109,                0.00109
                    453,                0.30962,                0.24159,                0.91863,                 0.9861,                0.98468,                0.99431,                0.99095,                0.14125,                 0.1156,                0.75609,              0.0010702,              0.0010702,              0.0010702
                    454,                0.30914,                0.24102,                0.91627,                 0.9867,                0.98405,                0.99431,                0.99098,                0.14084,                0.11541,                0.75592,              0.0010504,              0.0010504,              0.0010504
                    455,                0.30502,                 0.2371,                0.91471,                0.98693,                0.98397,                0.99431,                0.99101,                0.14049,                0.11524,                0.75576,              0.0010306,              0.0010306,              0.0010306
                    456,                0.30442,                0.23656,                0.91468,                0.98742,                0.98343,                0.99432,                0.99101,                0.14005,                  0.115,                0.75562,              0.0010108,              0.0010108,              0.0010108
                    457,                0.30209,                0.23694,                 0.9152,                0.98694,                0.98386,                0.99432,                0.99108,                0.13971,                0.11481,                0.75551,               0.000991,               0.000991,               0.000991
                    458,                0.30202,                0.23303,                0.91297,                0.98703,                0.98395,                0.99432,                0.99111,                 0.1394,                0.11463,                0.75537,              0.0009712,              0.0009712,              0.0009712
                    459,                0.30028,                0.23261,                0.91179,                0.98701,                0.98405,                0.99433,                0.99115,                0.13901,                0.11437,                0.75521,              0.0009514,              0.0009514,              0.0009514
                    460,                0.29865,                0.23108,                0.91212,                  0.985,                0.98576,                0.99434,                0.99119,                0.13865,                0.11428,                0.75508,              0.0009316,              0.0009316,              0.0009316
                    461,                0.29718,                0.23146,                 0.9139,                0.98468,                0.98625,                0.99434,                0.99123,                0.13834,                0.11386,                0.75494,              0.0009118,              0.0009118,              0.0009118
                    462,                0.29596,                0.22776,                0.91152,                0.98534,                0.98567,                0.99435,                0.99124,                0.13794,                0.11343,                0.75477,               0.000892,               0.000892,               0.000892
                    463,                0.29335,                0.22664,                0.90817,                0.98555,                0.98557,                0.99434,                0.99127,                0.13756,                0.11325,                0.75462,              0.0008722,              0.0008722,              0.0008722
                    464,                0.29235,                0.22765,                0.90733,                0.98622,                 0.9851,                0.99436,                0.99132,                0.13713,                0.11307,                0.75443,              0.0008524,              0.0008524,              0.0008524
                    465,                0.29257,                0.22771,                0.90739,                0.98628,                0.98516,                0.99436,                0.99134,                0.13678,                0.11279,                0.75428,              0.0008326,              0.0008326,              0.0008326
                    466,                0.28802,                0.22398,                0.90821,                0.98704,                0.98453,                0.99437,                0.99135,                0.13638,                0.11257,                0.75413,              0.0008128,              0.0008128,              0.0008128
                    467,                0.29083,                0.22534,                0.90738,                0.98676,                0.98498,                0.99438,                0.99138,                0.13598,                0.11239,                0.75398,               0.000793,               0.000793,               0.000793
                    468,                0.28684,                0.22245,                0.90588,                0.98738,                0.98448,                0.99438,                0.99141,                0.13563,                0.11223,                0.75385,              0.0007732,              0.0007732,              0.0007732
                    469,                0.28672,                0.22438,                0.90638,                  0.987,                0.98525,                0.99439,                 0.9914,                 0.1353,                0.11218,                0.75376,              0.0007534,              0.0007534,              0.0007534
                    470,                0.28794,                0.22323,                0.90706,                0.98714,                0.98527,                0.99439,                0.99145,                0.13487,                0.11177,                0.75363,              0.0007336,              0.0007336,              0.0007336
                    471,                0.28458,                0.22218,                0.90569,                0.98768,                0.98519,                 0.9944,                0.99151,                0.13451,                0.11172,                0.75353,              0.0007138,              0.0007138,              0.0007138
                    472,                0.28282,                0.21936,                0.90299,                0.98811,                0.98464,                0.99441,                0.99157,                0.13417,                0.11144,                0.75348,               0.000694,               0.000694,               0.000694
                    473,                0.27877,                0.21681,                 0.9017,                0.98808,                0.98489,                0.99441,                 0.9916,                0.13377,                0.11121,                0.75331,              0.0006742,              0.0006742,              0.0006742
                    474,                0.27833,                0.21507,                0.90087,                0.98818,                 0.9847,                0.99441,                0.99164,                0.13338,                0.11107,                0.75313,              0.0006544,              0.0006544,              0.0006544
                    475,                0.27739,                0.21406,                0.90043,                0.98828,                0.98451,                0.99441,                0.99167,                0.13303,                0.11099,                0.75295,              0.0006346,              0.0006346,              0.0006346
                    476,                0.27338,                0.21175,                0.89699,                0.98837,                0.98458,                0.99441,                0.99168,                0.13261,                0.11081,                0.75276,              0.0006148,              0.0006148,              0.0006148
                    477,                0.27264,                0.21121,                0.89716,                0.98813,                0.98479,                0.99441,                0.99171,                0.13231,                0.11055,                0.75254,               0.000595,               0.000595,               0.000595
                    478,                0.27304,                0.21432,                0.89855,                0.98803,                0.98496,                0.99441,                0.99174,                0.13193,                0.11029,                0.75236,              0.0005752,              0.0005752,              0.0005752
                    479,                0.27132,                0.21094,                 0.8964,                0.98834,                0.98461,                0.99442,                0.99177,                0.13161,                0.11016,                0.75219,              0.0005554,              0.0005554,              0.0005554
